player_id,card_minutes,yellow_cards,red_cards,behavior_cards,foul_cards,right_wing,right_center_forward,right_midfield,right_center_midfield,right_wing_back,right_back,center_defensive_midfield,right_defensive_midfield,right_center_back,left_back,left_center_back,center_back,left_center_midfield,left_defensive_midfield,center_forward,center_attacking_midfield,left_wing,left_wing_back,left_midfield,left_center_forward,goalkeeper,left_attacking_midfield,right_attacking_midfield,center_midfield,secondary_striker
15774,"[44, 76, 76, 50, 38, 85, 82, 81, 35, 72, 12, 86, 20]",11,1,2,11,0,0,0,0,1,41,0,0,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19757,"[51, 85, 92, 82, 40, 91, 53, 28, 81, 89, 90, 92, 93, 26, 62, 61, 61, 90, 25, 51, 73, 66, 62, 87]",22,2,5,19,0,0,0,19,0,1,4,1,0,0,0,0,44,0,0,1,1,0,1,0,0,0,0,0,0
6740,"[65, 78]",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7,0,0,0,0,0,0
6913,"[14, 33, 78, 63, 53, 97, 54, 31]",7,0,1,7,0,0,0,0,0,2,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,"[42, 33, 47]",3,0,1,2,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0
7069,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
11540,[],0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19771,[],0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20132,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
25876,[52],1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0
25992,[],0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25995,[22],1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
26012,"[57, 72]",2,0,0,2,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26121,[],0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0
26200,[],0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26201,[43],1,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4846,"[77, 67]",2,0,0,2,4,0,0,0,0,3,0,0,0,2,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0
4848,"[30, 80, 60, 59, 39, 79]",6,0,1,5,0,0,0,0,0,21,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858,[10],1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865,"[43, 59, 76, 32, 14, 50, 16, 23]",8,0,1,7,0,0,0,3,0,0,5,5,0,2,0,0,12,8,0,1,0,0,1,0,0,0,0,0,0
15564,[],0,0,0,0,15,2,6,1,0,2,0,2,0,1,0,0,0,1,11,3,7,1,5,2,0,0,0,0,0
15572,"[77, 27, 86, 47]",4,0,0,4,0,0,0,0,0,0,0,0,1,26,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0
15721,[40],1,0,0,1,13,8,5,1,0,1,0,2,0,1,0,0,2,0,3,5,13,0,4,2,0,0,1,0,0
31550,[],0,0,0,0,7,0,2,0,0,0,3,0,0,0,0,0,0,1,1,0,18,0,2,0,0,0,0,0,0
31551,[66],1,0,0,1,7,4,3,4,0,0,3,2,0,0,0,0,2,0,3,10,5,0,3,2,0,0,0,0,0
31552,"[30, 84]",2,0,0,2,0,0,0,0,0,0,0,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31702,"[84, 60, 74, 44, 61]",4,1,0,5,0,4,1,0,0,0,0,0,0,0,1,0,0,0,24,0,3,0,1,3,0,0,0,0,0
31703,[],0,0,0,0,0,0,0,0,0,0,0,2,4,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0
32617,[],0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0
33349,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
10198,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15723,[],0,0,0,0,6,8,1,1,0,0,1,0,0,1,0,0,2,0,8,3,4,0,0,13,0,1,0,0,0
18149,"[55, 94, 81, 67, 67, 82, 24, 50]",8,0,2,6,2,0,0,3,0,0,0,1,0,0,0,0,12,7,0,0,4,0,9,0,0,0,0,0,0
24747,"[95, 55]",2,0,1,1,2,2,1,1,0,0,0,1,0,1,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0
33664,[88],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
25854,"[88, 93, 62]",3,0,1,2,0,0,0,0,0,0,1,0,2,40,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0
6763,[10],1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,2,0,1,0,0,0
25883,"[16, 1]",2,0,0,2,0,0,0,3,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25978,"[43, 44, 87]",2,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
26434,"[21, 37]",2,0,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26495,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0
4724,[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15524,[],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18105,[51],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20254,[11],1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20281,[],0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,[79],1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
20444,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34394,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
40123,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40258,[],0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40259,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
40260,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40261,[],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40262,[83],1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
15512,[],0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13861,[61],1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,5,0,1,1,0,0,0,0,0
15709,[26],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
20035,[],0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22337,"[91, 46, 8]",3,0,0,3,1,0,0,2,0,18,1,0,4,2,10,0,2,2,1,1,0,0,0,0,0,0,0,0,0
24370,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
46716,[],0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0
50722,[92],1,0,0,1,1,0,0,1,0,0,0,3,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0
52147,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32169,[81],1,0,0,1,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,6,0,14,1,0,0,0,0,0
33090,[92],1,0,0,1,4,1,2,1,0,0,1,0,0,0,0,0,0,0,7,0,3,0,1,1,0,0,0,0,0
34375,"[33, 86]",2,0,1,1,3,0,4,3,1,2,0,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,1,0
35406,"[93, 47, 47, 42, 77, 62]",6,0,1,5,0,0,0,2,0,0,1,0,0,0,0,0,5,1,1,3,0,0,1,0,0,0,0,1,0
46717,[41],1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0
46718,[],0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
47520,[],0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,5,1,0,1,2,0,0,0,0,0,0,1,0
77993,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5208,"[87, 89, 36, 56, 40, 55, 64, 85, 94]",8,0,1,8,3,0,1,31,1,0,5,1,0,0,3,0,30,1,0,1,5,1,0,0,0,1,0,0,0
6589,"[32, 12]",2,0,0,2,1,1,0,4,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0
6675,[],0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16453,"[71, 62, 66, 75]",3,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
24507,[89],1,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,1,0,2,0,0,0,0,0
26396,"[53, 54, 69]",2,0,0,3,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
26790,[],0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0
26791,[16],1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27119,[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,[85],1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0
3067,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0
3295,[],0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,[],0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,[],0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0
4372,[],0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,"[66, 47, 59, 12, 79, 89, 90, 19]",7,0,0,8,0,0,0,2,0,0,18,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5542,"[75, 33]",2,0,0,2,3,0,4,16,0,0,0,4,0,0,0,0,11,3,0,2,2,0,4,0,0,0,0,1,0
5547,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
5553,[],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5838,[90],1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9904,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16810,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25261,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25346,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,"[48, 47]",2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
3455,[39],1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831,[],0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4269,"[71, 87]",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5580,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,[98],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5587,[32],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
5588,[43],1,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5589,[33],1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
5591,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
5594,[59],1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,[],0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
5603,[],0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5833,[],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6318,[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6319,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6321,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6698,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
15731,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15961,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16430,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,"[61, 48, 90]",2,0,0,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3496,"[77, 58]",2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0
5497,[],0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,1,2,0,1,0,0,0
20133,"[26, 47, 13, 43, 51, 85]",6,0,2,4,0,0,0,1,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
26712,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
4741,[45],1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6657,[],0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
7469,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8540,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
15955,[],0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23821,[],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23931,[],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23944,"[27, 51]",2,0,0,2,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
23946,[],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23947,"[86, 89]",2,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
23995,"[35, 53]",1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27563,[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27564,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,"[47, 66, 23, 6, 92]",5,0,0,5,0,0,0,0,0,1,0,0,0,25,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0
3672,"[45, 60, 88, 70, 63]",4,1,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,1,0,0,0,0,0,0,0,0
18608,"[67, 51]",2,0,0,2,0,0,0,1,0,0,1,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,"[44, 39, 33, 65, 70]",5,0,2,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23791,[],0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,2,0,0,0,0,0
25948,"[27, 59]",2,0,1,1,0,1,0,1,0,2,1,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
25989,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
26146,[59],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
26147,"[51, 26]",2,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26704,[],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
26705,[],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,"[12, 47]",2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,[],0,0,0,0,0,0,0,5,1,0,2,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3815,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
3959,[],0,0,0,0,0,0,0,1,0,0,2,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,"[88, 84, 87, 8, 82]",5,0,0,5,7,5,2,1,1,0,2,0,0,1,0,0,0,2,20,0,15,0,2,7,0,1,3,0,0
5524,[],0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5527,"[57, 86]",2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
5534,[80],1,0,0,1,0,0,0,0,0,0,0,0,10,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,"[93, 36]",2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,0,0
5732,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,1,1,0,0
6302,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
6797,"[72, 87, 58, 78]",4,0,0,4,1,2,2,3,5,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7097,[],0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,2,0,1,0,0,0,0,1,1,0,0
8247,[],0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8815,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12420,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16294,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16554,[],0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
17042,[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18722,[81],1,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0
21261,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
24443,[69],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0
5170,[],0,0,0,0,0,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5171,[71],1,0,0,1,1,0,1,2,0,0,1,1,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0
5177,[88],1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,2,1,0,1,0,0,0
5179,[],0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
5186,"[71, 71]",2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,7,2,0,0,0,0,0
5195,[],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
5677,[27],1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6299,[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
15545,[],0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16292,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16583,[88],1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18734,[],0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18735,[27],1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20845,[34],1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21298,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
31917,[75],1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
34588,[],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34589,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38119,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38178,[],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
39273,[],0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44185,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44212,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6594,[],0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,2,0,0,1,0,0
6794,"[38, 36, 11, 69, 32]",5,0,1,4,0,0,0,0,0,0,0,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6802,[88],1,0,0,1,0,0,0,0,0,1,0,0,0,6,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6805,"[83, 42, 95, 78]",4,0,0,4,1,0,0,0,3,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6890,[],0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7105,"[72, 93, 87, 58, 66]",2,2,3,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,0,0,0,0,0
10612,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
19668,"[75, 34, 87]",3,0,0,3,3,0,1,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
25986,"[72, 41, 88]",3,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
26573,[],0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26617,[83],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0
26788,[],0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
